,LoanStatus,Source,ModifiedCreditScore,ModifiedBankruptcyScore,EmploymentStatus,EmployedMonths,TotalMonthlyIncome,PrimeMonthlyLiability,PrimeMonthlyRent,TotalMonthlyDebtBeforeLoan,VehicleYear,VehicleMake,VehicleMileage,isNewVehicle,TotalVehicleValue,AmountRequested,DownPayment,Loanterm,OccupancyStatus,OccupancyDuration,EstimatedMonthlyPayment,NumberOfOpenRevolvingAccounts,LTV,RequestType,DTI,MemberIndicator,CoApplicantIndicator
3426,Approved,GATEWAY,760,215,Employed,108,23350.0,2406.0,850.0,3256.0,3,GMC,12420.0,N,35050.0,26599.0,5000.0,84.0,RENT,24,401.44,4.0,0.7588,INDIRECT,0.13944,N,N
3427,Declined,GATEWAY,578,268,Employed,2,2550.0,50.0,0.0,50.0,3,MAZDA,25.0,Y,20730.0,23995.0,400.0,75.0,LIVEWITHPARENTS,5,319.94,2.0,1.1575,INDIRECT,0.01961,N,N
3428,Declined,CONSUMER,674,227,Employed,24,1750.0,158.24,300.0,458.24,3,HYUNDAI,28233.0,N,13000.0,20169.0,0.0,72.0,LIVEWITHPARENTS,48,332.87,8.0,1.5514,REFINANCE,0.26185,N,N
3429,Approved,GATEWAY,655,260,Employed,60,6716.67,1299.0,0.0,1299.0,2,KIA,51.0,Y,30220.0,35960.0,2500.0,75.0,BUYING,9,606.83,2.0,1.1899,INDIRECT,0.1934,N,N
3430,Approved,GATEWAY,696,289,Employed,60,3333.33,1000.0,0.0,1000.0,6,HYUNDAI,50929.0,N,18225.0,17645.0,1500.0,66.0,BUYING,36,304.11,5.0,0.9681,INDIRECT,0.3,N,N
3431,Declined,GATEWAY,578,273,Employed,9,2500.0,1687.03,540.0,2227.03,2,OTHERS,297.0,Y,24165.0,18620.0,1500.0,72.0,RENT,12,335.88,2.0,0.7705,INDIRECT,0.89081,N,N
3432,Declined,GATEWAY,608,320,Employed,132,4000.0,0.0,450.0,450.0,4,NISSAN,6.0,Y,24780.0,27945.0,250.0,72.0,RENT,60,388.13,0.0,1.1277,INDIRECT,0.1125,N,N
3433,Approved,LENDER,718,335,Others,86,3462.93,466.0,675.0,1141.0,5,FORD,37800.0,N,23150.0,25000.0,0.0,78.0,RENT,48,377.88,5.0,1.0799,REFINANCE-PROMO,0.30023,Y,Y
3434,Approved,LENDER,634,383,Employed,48,4168.67,582.97,300.0,882.97,0,UNDECIDED,0.0,Y,20902.6956131264,25000.0,0.0,75.0,RENT,18,421.23,2.0,0.9986677530706455,DEALER PURCHASE,0.21181,Y,N
3435,Declined,GATEWAY,625,167,Retired,64,5188.0,937.0,500.0,1937.0,3,HYUNDAI,37794.0,N,16275.0,16801.0,200.0,72.0,RENT,31,233.35,12.0,1.0323,INDIRECT,0.37336,N,Y
3436,Approved,GATEWAY,681,337,Employed,26,4196.5,217.0,852.0,1069.0,3,NISSAN,2146.0,Y,21825.0,22764.0,1500.0,84.0,RENT,24,365.59,11.0,1.043,CAR SALE,0.25474,N,Y
3437,Declined,GATEWAY,0,405,Employed,5,3250.0,86.0,890.0,976.0,1,TOYOTA,5.0,Y,22438.0,21615.0,0.0,72.0,RENT,5,300.21,1.0,0.9633,INDIRECT,0.30031,N,N
3438,Declined,CONSUMER,648,275,Employed,82,7000.0,2207.0,0.0,2207.0,0,UNDECIDED,0.0,N,40000.0,40000.0,0.0,60.0,BUYING,154,666.67,2.0,1.0,DEALER PURCHASE,0.31529,N,N
3439,Declined,GATEWAY,735,280,Employed,24,11360.0,3325.0,0.0,3325.0,13,ACURA,136384.0,N,6000.0,5785.0,1000.0,24.0,BUYING,24,270.83,13.0,0.9641,INDIRECT,0.29269,N,Y
3440,Declined,GATEWAY,588,267,Employed,120,4275.0,458.15,350.0,808.15,3,NISSAN,9.0,Y,29060.0,30122.0,0.0,72.0,RENT,24,657.07,0.0,1.0365,CAR SALE,0.18904,N,N
3441,Approved,GATEWAY,702,246,Employed,120,8583.0,3864.0,0.0,3864.0,4,HYUNDAI,37639.0,N,24700.0,22873.0,2000.0,84.0,OWN,180,325.64,5.0,0.926,INDIRECT,0.45019,N,N
3442,Declined,GATEWAY,668,71,Employed,36,12000.0,3998.0,0.0,3998.0,4,NISSAN,15.0,Y,44115.0,59472.0,3000.0,75.0,BUYING,84,792.96,18.0,1.3481,INDIRECT,0.33317,N,Y
3443,Declined,GATEWAY,638,227,Employed,24,3000.0,490.0,400.0,890.0,11,OTHERS,73194.0,N,8800.0,12925.0,2000.0,36.0,RENT,36,407.82,2.0,1.4687,INDIRECT,0.29667,N,N
3444,Approved,GATEWAY,723,336,Employed,120,6250.0,1665.0,0.0,1665.0,7,NISSAN,29016.0,N,16775.0,18092.0,1000.0,75.0,BUYING,192,280.2,6.0,1.0785,INDIRECT,0.2664,N,N
3445,Approved,GATEWAY,831,460,Retired,276,5100.0,931.0,0.0,931.0,1,JEEP,15.0,Y,27605.0,21164.0,5000.0,72.0,OWN,324,327.78,12.0,0.7666,INDIRECT,0.18255,N,Y
3446,Approved,LENDER,692,287,Retired,0,2291.0,100.0,300.0,400.0,5,CHEVROLET,15000.0,N,18725.0,19458.44,0.0,75.0,OTHER,240,308.77,1.0,1.0391,REFINANCE-PROMO,0.14738,Y,N
3447,Declined,GATEWAY,665,110,Employed,60,5000.0,4601.11,0.0,4601.11,1,HONDA,15.0,Y,24465.0,29142.0,1000.0,84.0,RENT,112,346.93,25.0,1.1911,INDIRECT,0.92022,Y,N
3448,Declined,GATEWAY,635,211,Employed,300,4800.0,1322.0,0.0,1322.0,4,FORD,100.0,Y,47840.0,39431.0,0.0,75.0,BUYING,84,650.66,1.0,0.8242,INDIRECT,0.27542,N,N
3449,Declined,LENDER,621,257,Employed,24,10583.31,954.0,900.0,1854.0,0,UNDECIDED,0.0,Y,20902.6956131264,40000.0,0.0,72.0,RENT,12,775.58,4.0,0.9986677530706455,DEALER PURCHASE,0.17518,Y,N
3450,Approved,GATEWAY,748,297,Employed,24,1733.33,277.63,315.0,592.63,4,NISSAN,16514.0,N,12650.0,12916.0,0.0,75.0,RENT,24,227.51,4.0,1.021,CAR SALE,0.3419,N,N
3451,Declined,GATEWAY,682,379,Employed,5,5450.0,358.0,687.0,1395.0,7,HYUNDAI,67783.0,N,12150.0,12629.0,500.0,72.0,RENT,5,199.32,1.0,1.0394,CAR SALE,0.25596,N,Y
3452,Declined,GATEWAY,701,343,Employed,144,3588.0,384.0,0.0,384.0,2,HYUNDAI,18.0,Y,25225.0,31560.0,646.0,84.0,BUYING,1,375.72,6.0,1.2511,CAR SALE,0.10702,N,N
3453,Approved,GATEWAY,803,327,Employed,24,5650.0,2244.0,0.0,2244.0,4,KIA,12911.0,N,12775.0,15725.0,0.0,36.0,BUYING,120,451.81,5.0,1.2309,INDIRECT,0.39717,N,Y
3454,Declined,GATEWAY,618,257,Employed,37,5000.0,498.0,0.0,498.0,4,MAZDA,39731.0,N,15750.0,16410.0,1000.0,75.0,OTHER,37,218.8,3.0,1.0419,INDIRECT,0.0996,N,N
3455,Approved,GATEWAY,774,315,Employed,24,16666.67,6114.0,0.0,6114.0,3,HYUNDAI,42689.0,N,14875.0,18360.0,500.0,84.0,LIVEWITHPARENTS,24,290.81,2.0,1.2342,CAR SALE,0.36684,N,N
3456,Approved,GATEWAY,688,256,Employed,24,8750.0,2475.0,0.0,2475.0,2,JEEP,113.0,Y,25960.0,24060.0,1000.0,75.0,OTHER,7,371.03,9.0,0.9268,INDIRECT,0.28286,N,N
3457,Approved,GATEWAY,691,325,Employed,60,4800.0,583.0,300.0,883.0,5,FORD,10633.0,N,32725.0,32849.0,0.0,72.0,LIVEWITHPARENTS,76,568.29,8.0,1.0037,INDIRECT,0.18396,N,N
3458,Declined,CONSUMER,737,378,Employed,1,7000.0,0.0,1155.0,1155.0,0,UNDECIDED,0.0,Y,15000.0,15000.0,0.0,36.0,RENT,1,444.81,1.0,1.0,DEALER PURCHASE,0.165,N,N
3459,Approved,GATEWAY,703,246,Employed,4,7233.33,2318.34,0.0,2618.34,2,GMC,8.0,Y,36485.0,35796.0,1200.0,84.0,BUYING,4,546.23,8.0,0.9811,INDIRECT,0.36198,N,Y
3460,Approved,CONSUMER,737,328,Employed,76,6658.0,985.0,0.0,985.0,7,HONDA,51948.0,N,18550.0,9998.0,8000.0,36.0,BUYING,16,266.82,1.0,0.5389,DEALER PURCHASE,0.14794,Y,N
3461,Declined,LENDER,609,278,Employed,36,6341.33,446.46,869.0,2184.46,8,JEEP,37324.0,N,17725.0,15564.12,0.0,60.0,RENT,36,362.03,3.0,0.878,REFINANCE,0.34448,Y,Y
3462,Declined,GATEWAY,595,303,Employed,24,3920.0,429.0,375.0,1179.0,1,TOYOTA,15.0,Y,26394.0,29782.0,1100.0,75.0,RENT,24,397.1,1.0,1.1283,INDIRECT,0.30077,N,Y
3463,Declined,GATEWAY,671,182,Employed,60,3083.0,1544.0,400.0,1944.0,11,DODGE,127036.0,N,10475.0,8899.0,2000.0,36.0,RENT,6,247.2,4.0,0.8495,INDIRECT,0.63055,N,N
3464,Declined,GATEWAY,0,296,Employed,3,700.0,25.0,300.0,325.0,8,HYUNDAI,83040.0,N,11725.0,12698.0,2000.0,72.0,LIVEWITHPARENTS,6,249.54,1.0,1.0829,INDIRECT,0.46429,N,N
3465,Declined,GATEWAY,554,306,Employed,12,3000.0,79.0,500.0,579.0,9,OTHERS,71521.0,N,11200.0,8449.0,5000.0,60.0,RENT,48,206.74,1.0,0.7543,INDIRECT,0.193,N,N
3466,Declined,GATEWAY,655,277,Employed,96,2400.0,878.0,462.0,1340.0,7,DODGE,88534.0,N,15150.0,15799.0,1000.0,60.0,RENT,4,263.32,3.0,1.0428,INDIRECT,0.55833,N,N
3467,Declined,GATEWAY,692,332,Employed,288,6700.0,1993.0,0.0,1993.0,1,CHRYSLER,25.0,Y,28785.0,29622.0,0.0,75.0,BUYING,144,394.96,6.0,1.029,INDIRECT,0.29746,N,Y
3468,Approved,GATEWAY,722,325,Employed,33,7416.67,1676.0,0.0,1976.0,3,JEEP,32176.0,N,15575.0,14041.0,2500.0,72.0,BUYING,240,227.61,3.0,0.9015,INDIRECT,0.26643,Y,Y
3469,Approved,GATEWAY,622,290,Employed,18,4166.67,259.0,500.0,759.0,4,TOYOTA,12.0,Y,24484.0,25240.0,0.0,72.0,RENT,24,459.26,1.0,1.0308,INDIRECT,0.18216,N,N
3470,Approved,GATEWAY,690,325,Employed,5,2500.0,957.46,0.0,957.46,3,HONDA,31.0,Y,22965.0,20700.0,4000.0,72.0,OWN,324,328.69,9.0,0.9013,INDIRECT,0.38298,N,N
3471,Approved,GATEWAY,700,278,Retired,25,2585.0,53.0,300.0,353.0,11,OTHERS,66070.0,N,6175.0,4107.0,2500.0,24.0,OTHER,49,178.15,0.0,0.6651,INDIRECT,0.13656,N,N
3472,Approved,GATEWAY,656,271,Employed,12,3800.0,256.0,744.0,1000.0,6,HYUNDAI,95655.0,N,12350.0,12946.0,0.0,72.0,RENT,21,226.14,6.0,1.0482,INDIRECT,0.26316,N,N
3473,Approved,LENDER,620,259,Employed,81,3250.0,910.86,0.0,910.86,4,CHRYSLER,31568.0,N,17550.0,15219.47,0.0,48.0,BUYING,12,335.49,3.0,0.8672,REFINANCE-PROMO,0.28026,Y,N
3474,Declined,GATEWAY,542,154,Employed,72,3700.0,0.0,500.0,500.0,6,NISSAN,35905.0,N,27225.0,29225.0,0.0,72.0,OTHER,48,405.91,0.0,1.0734,CAR SALE,0.13514,N,N
3475,Declined,GATEWAY,636,336,Employed,84,6800.0,782.0,500.0,1282.0,5,NISSAN,41732.0,N,14475.0,16052.0,0.0,75.0,RENT,55,214.03,2.0,1.1089,CAR SALE,0.18853,N,Y
3476,Approved,GATEWAY,715,261,Employed,7,3416.67,686.16,300.0,986.16,1,BUICK,5.0,Y,25860.0,24952.0,0.0,84.0,RENT,12,344.44,3.0,0.9648,INDIRECT,0.28863,N,N
3477,Approved,LENDER,731,327,Employed,120,10833.33,2237.0,0.0,2237.0,1,HYUNDAI,3256.0,N,35650.0,20976.75,0.0,66.0,BUYING,84,357.38,1.0,0.5884,REFINANCE,0.20649,Y,Y
3478,Declined,GATEWAY,697,169,Employed,144,4083.33,1852.0,0.0,1852.0,3,FORD,508.0,N,35800.0,38846.0,1000.0,72.0,BUYING,156,620.49,10.0,1.085,INDIRECT,0.45355,N,N
3479,Declined,GATEWAY,624,285,Employed,27,3500.0,397.23,300.0,697.23,2,MAZDA,23.0,Y,23885.0,26352.0,711.0,75.0,LIVEWITHPARENTS,204,448.96,3.0,1.1032,INDIRECT,0.19921,N,N
3480,Declined,GATEWAY,569,183,Employed,240,5417.0,949.0,900.0,1849.0,2,OTHERS,7.0,Y,31868.0,42222.0,2420.0,72.0,RENT,36,707.93,5.0,1.3249,INDIRECT,0.34133,N,N
3481,Declined,GATEWAY,624,246,Employed,3,3583.33,884.0,300.0,1184.0,1,HYUNDAI,21.0,Y,20110.0,23647.0,2000.0,75.0,RENT,3,444.33,0.0,1.1758,CAR SALE,0.33042,N,N
3482,Approved,LENDER,723,312,Employed,208,3616.67,1229.0,0.0,1229.0,5,TOYOTA,43400.0,N,16200.0,14519.79,0.0,39.0,BUYING,130,410.25,6.0,0.8962,REFINANCE-PROMO,0.33982,Y,N
3483,Approved,GATEWAY,705,407,Retired,0,5078.0,800.0,0.0,800.0,3,KIA,21898.0,N,15975.0,16137.0,500.0,75.0,OWN,168,263.12,15.0,1.0101,INDIRECT,0.15754,N,Y
3484,Declined,GATEWAY,633,230,Employed,24,6041.67,2073.56,300.0,2373.56,3,HYUNDAI,12.0,Y,19445.0,23018.0,0.0,75.0,LIVEWITHPARENTS,36,369.64,9.0,1.1837,INDIRECT,0.39286,N,Y
3485,Approved,GATEWAY,621,348,Employed,30,4300.0,274.0,300.0,849.0,11,FORD,98930.0,N,6275.0,5358.0,2500.0,24.0,OTHER,30,278.45,1.0,0.8538,INDIRECT,0.19744,N,Y
3486,Declined,GATEWAY,631,286,Employed,1,7083.33,137.0,700.0,837.0,2,CHEVROLET,29.0,Y,23995.0,23984.0,275.0,72.0,RENT,10,408.98,6.0,0.9995,INDIRECT,0.11816,N,N
3487,Approved,GATEWAY,796,414,Employed,204,5166.67,1330.0,0.0,1330.0,1,HYUNDAI,15.0,Y,30825.0,25742.0,3000.0,84.0,BUYING,168,356.69,14.0,0.8351,CAR SALE,0.25742,N,N
3488,Approved,LENDER,738,355,Employed,4,2792.83,358.0,300.0,958.0,10,OTHERS,61474.0,N,9375.0,9886.7,0.0,66.0,RENT,60,174.84,1.0,1.0545,DEALER PURCHASE,0.34302,Y,Y
3489,Approved,GATEWAY,708,251,Employed,60,5200.0,1435.0,300.0,1735.0,7,HYUNDAI,77121.0,N,9925.0,11792.0,0.0,60.0,LIVEWITHPARENTS,48,219.42,8.0,1.1881,INDIRECT,0.33365,N,N
3490,Approved,GATEWAY,726,458,Employed,36,5083.34,773.0,0.0,1073.0,6,HYUNDAI,23064.0,N,14975.0,14540.0,0.0,75.0,BUYING,240,229.34,5.0,0.9709,CAR SALE,0.21108,N,Y
3491,Declined,GATEWAY,515,167,Employed,126,4153.3333,693.99,0.0,693.99,8,CHEVROLET,26253.0,N,12900.0,12530.0,200.0,72.0,OWN,36,174.03,5.0,0.9713,INDIRECT,0.16709,N,Y
3492,Declined,GATEWAY,690,324,Employed,16,7200.0,1212.91,350.0,1912.91,2,DODGE,7796.0,N,34900.0,34529.0,2500.0,72.0,RENT,33,479.57,6.0,0.9893,INDIRECT,0.26568,N,Y
3493,Declined,GATEWAY,538,246,Employed,24,3000.0,1015.23,0.0,1015.23,4,CHEVROLET,36.0,Y,23165.0,28795.0,0.0,72.0,BUYING,174,477.08,2.0,1.243,INDIRECT,0.33841,N,N
3494,Approved,CONSUMER,709,295,Employed,252,4760.0,1746.0,0.0,1746.0,6,VOLKSWAGEN,30000.0,N,18600.0,15000.0,3000.0,72.0,BUYING,24,301.98,3.0,0.8064,PRIVATE PARTY,0.36681,Y,N
3495,Declined,GATEWAY,652,150,Retired,0,4166.67,1632.6,0.0,1632.6,2,RAM,12.0,Y,51190.0,54014.0,0.0,75.0,BUYING,540,900.48,10.0,1.0551,INDIRECT,0.39182,N,N
3496,Declined,GATEWAY,628,189,Employed,84,5834.0,2127.0,0.0,2127.0,3,RAM,21.0,Y,43735.0,45899.0,1000.0,72.0,BUYING,120,847.49,1.0,1.0494,INDIRECT,0.36459,N,N
3497,Approved,GATEWAY,757,345,Employed,43,3325.0,966.0,0.0,966.0,6,HONDA,38816.0,N,12250.0,14340.0,0.0,72.0,BUYING,18,224.74,5.0,1.1706,INDIRECT,0.29053,N,N
3498,Approved,LENDER,656,336,Employed,105,4123.33,747.4,0.0,1047.4,4,NISSAN,29678.0,N,14875.0,15000.0,0.0,48.0,BUYING,48,342.33,3.0,1.0084,DEALER PURCHASE,0.20321,Y,Y
3499,Approved,GATEWAY,686,197,Employed,64,13583.33,3548.0,0.0,3548.0,3,HYUNDAI,16215.0,N,20775.0,21094.0,0.0,75.0,BUYING,156,344.44,18.0,1.0153,CAR SALE,0.2612,N,Y
3500,Declined,GATEWAY,640,249,Retired,0,3217.33,985.0,935.0,1920.0,2,NISSAN,10.0,Y,16820.0,17539.0,100.0,72.0,RENT,24,243.6,4.0,1.0427,CAR SALE,0.59677,N,N
3501,Approved,GATEWAY,800,439,Employed,60,2916.67,247.0,300.0,547.0,6,JEEP,39012.0,N,13375.0,13044.0,0.0,75.0,RENT,1,197.15,3.0,0.9752,INDIRECT,0.18754,N,N
3502,Approved,GATEWAY,831,427,Employed,105,8333.33,1625.0,0.0,1625.0,2,GMC,19.0,Y,49330.0,26052.0,10000.0,60.0,BUYING,88,459.33,1.0,0.5281,INDIRECT,0.195,N,N
3503,Approved,LENDER,756,235,Employed,480,9480.0,3535.0,0.0,3535.0,4,MERCEDES-BENZ,10000.0,N,85725.0,80000.0,0.0,84.0,OWN,24,1054.4,5.0,0.9332,PRIVATE PARTY,0.37289,N,N
3504,Declined,GATEWAY,677,327,Employed,60,6800.0,300.0,0.0,300.0,3,CHEVROLET,10.0,Y,35655.0,39322.0,2000.0,72.0,OWN,48,546.14,0.0,1.1028,INDIRECT,0.04412,N,N
3505,Declined,LENDER,584,62,Employed,386,5200.17,2521.0,0.0,2521.0,4,UNDECIDED,0.0,Y,20902.6956131264,14815.47,0.0,48.0,BUYING,360,326.08,11.0,0.9986677530706455,REFINANCE-PROMO,0.48479,Y,N
3506,Declined,GATEWAY,644,336,Employed,38,4333.33,132.0,300.0,432.0,3,RAM,25.0,Y,20902.6956131264,36675.0,5000.0,72.0,LIVEWITHPARENTS,25,509.38,8.0,0.9986677530706455,INDIRECT,0.09969,N,N
3507,Declined,CONSUMER,580,216,Employed,48,1400.0,80.0,300.0,380.0,4,UNDECIDED,0.0,Y,15000.0,15000.0,0.0,60.0,LIVEWITHPARENTS,210,368.55,3.0,1.0,DEALER PURCHASE,0.27143,N,N
3508,Approved,CONSUMER,686,204,Employed,36,4500.0,1668.0,0.0,1668.0,5,JEEP,27000.0,N,19975.0,17750.0,0.0,60.0,OTHER,18,331.93,2.0,0.8886,PRIVATE PARTY,0.37067,N,N
3509,Declined,GATEWAY,560,339,Employed,36,4438.67,219.32,450.0,969.32,5,NISSAN,39820.0,N,14075.0,14109.0,1000.0,72.0,RENT,48,195.96,1.0,1.0024,CAR SALE,0.21838,N,Y
3510,Declined,GATEWAY,617,137,Employed,114,3850.0,1288.41,0.0,1288.41,5,HONDA,31031.0,N,22750.0,29100.0,0.0,75.0,BUYING,77,388.0,11.0,1.2791,INDIRECT,0.33465,N,N
3511,Approved,GATEWAY,719,327,Employed,25,4291.0,359.6,940.0,1299.6,2,CHEVROLET,20170.0,N,34050.0,34298.0,1000.0,84.0,RENT,33,532.85,1.0,1.0072,INDIRECT,0.30287,N,N
3512,Approved,LENDER,719,248,Employed,66,4229.33,1002.0,0.0,1002.0,2,NISSAN,4.0,Y,25620.0,20000.0,0.0,60.0,BUYING,0,378.56,6.0,0.7806,DEALER PURCHASE,0.23692,Y,N
3513,Declined,GATEWAY,612,138,Others,150,5166.67,1540.0,0.0,1540.0,2,VOLKSWAGEN,25.0,Y,23135.0,26965.0,1000.0,72.0,BUYING,60,504.49,16.0,1.1655,INDIRECT,0.29806,N,N
3514,Declined,GATEWAY,703,238,Retired,0,3880.0,1503.0,300.0,2253.0,4,TOYOTA,16.0,Y,25354.0,26976.0,0.0,75.0,LIVEWITHPARENTS,24,9.27,9.0,1.0639,INDIRECT,0.58067,N,Y
3515,Approved,GATEWAY,662,265,Employed,24,4733.0,291.0,500.0,791.0,2,MAZDA,59.0,Y,20170.0,24080.0,2000.0,75.0,LIVEWITHPARENTS,48,390.02,1.0,1.1938,INDIRECT,0.16712,N,N
3516,Approved,LENDER,690,438,Employed,54,3045.0,109.0,440.0,549.0,0,UNDECIDED,0.0,Y,20902.6956131264,14000.0,0.0,66.0,RENT,2,237.54,2.0,0.9986677530706455,DEALER PURCHASE,0.1803,Y,N
3517,Approved,GATEWAY,748,362,Employed,72,4333.33,854.68,300.0,1454.68,2,JEEP,96.0,Y,30340.0,20727.0,10000.0,72.0,LIVEWITHPARENTS,36,292.41,2.0,0.6831,INDIRECT,0.3357,N,Y
3518,Declined,GATEWAY,656,168,Employed,156,6416.0,1702.0,0.0,1702.0,3,JEEP,35.0,Y,35915.0,39150.0,0.0,75.0,OTHER,240,642.84,4.0,1.09,INDIRECT,0.26527,N,N
3519,Approved,GATEWAY,718,372,Employed,240,20200.0,1595.45,300.0,2195.45,4,MAZDA,25797.0,N,17725.0,13971.0,5000.0,75.0,OTHER,144,215.43,6.0,0.7882,INDIRECT,0.10869,N,Y
3520,Approved,GATEWAY,697,323,Employed,27,2851.0,108.0,300.0,408.0,3,DODGE,25.0,Y,28685.0,28088.0,2000.0,84.0,LIVEWITHPARENTS,36,390.46,5.0,0.9791,INDIRECT,0.14311,N,N
3521,Approved,CONSUMER,818,261,Employed,53,19100.0,3941.0,0.0,3941.0,3,HONDA,7500.0,Y,31945.0,32000.0,0.0,48.0,BUYING,10,711.58,9.0,1.0017,REFINANCE-PROMO,0.20634,Y,Y
3522,Declined,GATEWAY,608,112,Employed,192,6250.0,2513.0,1000.0,3513.0,2,JEEP,491.0,N,35375.0,41549.0,500.0,84.0,RENT,24,494.64,6.0,1.1745,INDIRECT,0.56208,N,N
3523,Approved,GATEWAY,786,380,Employed,48,8458.0,2311.0,300.0,2611.0,1,MAZDA,20.0,Y,30620.0,24810.0,3000.0,60.0,LIVEWITHPARENTS,269,449.16,7.0,0.8102,INDIRECT,0.3087,N,Y
3524,Approved,GATEWAY,801,405,Employed,45,3300.0,65.0,1075.0,1140.0,2,MAZDA,13.0,Y,22900.0,12939.0,5000.0,48.0,RENT,89,300.9,5.0,0.565,INDIRECT,0.34545,Y,N
3525,Declined,GATEWAY,655,415,Employed,132,7000.0,0.0,820.0,820.0,2,RAM,16733.0,N,23275.0,8500.0,16000.0,48.0,RENT,84,177.09,1.0,0.3651,INDIRECT,0.11714,N,N
3526,Approved,GATEWAY,833,444,Retired,0,6666.67,594.8,0.0,594.8,2,HYUNDAI,15.0,Y,35600.0,7774.0,15000.0,36.0,OWN,168,199.97,8.0,0.2183,INDIRECT,0.08922,N,N
3527,Declined,LENDER,577,299,Employed,18,2685.0,823.71,0.0,823.71,4,UNDECIDED,0.0,Y,20902.6956131264,18000.0,0.0,75.0,BUYING,180,392.36,0.0,0.9986677530706455,DEALER PURCHASE,0.30678,N,N
3528,Declined,GATEWAY,594,312,Employed,132,5916.67,558.0,1300.0,1858.0,4,NISSAN,5.0,Y,22585.0,21889.0,0.0,72.0,RENT,24,304.02,2.0,0.9691,INDIRECT,0.31403,N,N
3529,Approved,GATEWAY,825,266,Employed,50,11483.33,4424.0,0.0,4424.0,4,MERCEDES-BENZ,32421.0,N,30000.0,23800.0,5000.0,72.0,BUYING,43,378.54,4.0,0.7933,INDIRECT,0.38525,N,N
3530,Approved,CONSUMER,673,244,Employed,12,4400.0,1878.43,0.0,1878.43,0,UNDECIDED,0.0,N,30000.0,30000.0,0.0,60.0,BUYING,24,557.41,16.0,1.0,DEALER PURCHASE,0.42692,Y,N
3531,Approved,CONSUMER,703,273,Employed,49,3666.67,721.0,650.0,1371.0,3,UNDECIDED,0.0,N,25000.0,20000.0,0.0,72.0,RENT,2,395.95,11.0,0.8,DEALER PURCHASE,0.37391,N,N
3532,Declined,LENDER,631,134,Retired,255,7195.0,2231.0,0.0,2231.0,0,UNDECIDED,0.0,N,20902.6956131264,25000.0,0.0,66.0,BUYING,144,410.41,1.0,0.9986677530706455,DEALER PURCHASE,0.24806,Y,N
3533,Declined,LENDER,682,422,Employed,3,1733.33,25.0,300.0,325.0,0,UNDECIDED,0.0,Y,20902.6956131264,15000.0,0.0,66.0,LIVEWITHPARENTS,12,262.56,1.0,0.9986677530706455,DEALER PURCHASE,0.1875,N,N
3534,Declined,GATEWAY,765,412,Employed,24,2500.0,249.0,300.0,549.0,5,CHEVROLET,31132.0,N,14600.0,13144.0,2000.0,72.0,LIVEWITHPARENTS,120,205.95,2.0,0.9002,INDIRECT,0.2196,N,N
3535,Approved,CONSUMER,652,340,Employed,14,1500.0,360.0,0.0,360.0,8,NISSAN,0.0,N,5116.0,5152.0,0.0,60.0,BUYING,14,112.82,2.0,1.007,REFINANCE,0.24,Y,N
3536,Approved,LENDER,746,302,Employed,300,2833.33,866.0,0.0,866.0,3,LEXUS,7000.0,N,40650.0,28430.19,0.0,66.0,BUYING,240,466.7,14.0,0.6993,DEALER PURCHASE,0.30565,Y,N
3537,Declined,GATEWAY,657,282,Employed,120,2367.0,300.0,775.0,1075.0,6,FORD,44488.0,N,9896.0,9785.0,0.0,75.0,RENT,36,162.91,2.0,0.9887,INDIRECT,0.45416,N,N
3538,Declined,GATEWAY,0,318,Employed,216,4300.0,0.0,0.0,0.0,5,MAZDA,35274.0,N,16700.0,17773.0,1000.0,72.0,LIVEWITHPARENTS,528,246.85,0.0,1.0642,INDIRECT,0.0,N,N
3539,Declined,GATEWAY,583,271,Employed,16,6040.25,907.0,350.0,1257.0,7,NISSAN,68925.0,N,16300.0,16700.0,0.0,72.0,RENT,7,231.95,3.0,1.0245,INDIRECT,0.2081,N,Y
3540,Approved,GATEWAY,774,340,Employed,60,6583.33,637.0,0.0,637.0,2,HONDA,138.0,Y,27735.0,29158.0,0.0,66.0,OWN,74,516.09,10.0,1.0513,INDIRECT,0.09676,Y,N
3541,Approved,GATEWAY,618,167,Employed,168,3958.33,1176.0,0.0,1176.0,12,FORD,85186.0,N,18800.0,10420.0,0.0,48.0,BUYING,36,259.05,4.0,0.5542,INDIRECT,0.29709,Y,N
3542,Declined,LENDER,588,213,Employed,156,9750.0,2418.0,0.0,2418.0,0,UNDECIDED,0.0,N,20902.6956131264,20000.0,0.0,60.0,BUYING,8,491.3,12.0,0.9986677530706455,DEALER PURCHASE,0.248,Y,Y
3543,Approved,LENDER,774,409,Others,33,2625.33,25.0,600.0,625.0,10,OTHERS,85000.0,N,9900.0,7000.0,0.0,48.0,RENT,3,155.64,1.0,0.707,TITLE LOAN,0.23807,N,N
3544,Declined,GATEWAY,590,114,Employed,37,4500.0,781.0,0.0,781.0,4,OTHERS,54671.0,N,17375.0,17747.0,0.0,72.0,LIVEWITHPARENTS,6,246.49,6.0,1.0214,INDIRECT,0.17356,N,N
3545,Approved,GATEWAY,759,306,Employed,36,3433.33,375.0,300.0,675.0,2,NISSAN,8.0,Y,24590.0,27792.0,4200.0,84.0,RENT,3,421.12,4.0,1.1302,CAR SALE,0.1966,N,N
