,Location,Vehicle_Year,Miles_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Company,Fuel_Consumption(mpg),Engine(CC),Power(bhp),Price
3134,Atlanta,6,11185,Gasoline,Semi-Automatic,First,5.0,JAGUAR,38,2179.0,187.7,51400
3135,Seattle,7,81273,Gasoline,Automatic,First,7.0,TESLA,38,2179.0,140.0,18480
3136,Dallas,5,10320,Gasoline,Automatic,First,5.0,GM,53,1598.0,118.0,15300
3137,Seattle,5,20012,Gasoline,Continuously_Variable,First,5.0,AUDI,40,1968.0,174.33,50620
3138,Dallas,7,41634,Gasoline,Automatic,First,5.0,RENAULT,45,1461.0,108.45,9500
3139,Seattle,6,35840,Diesel,Automatic,First,5.0,GM,45,1197.0,85.8,13380
3140,Charlotte,8,25477,Diesel,Automatic,First,5.0,VOLKSWAGEN,39,1198.0,73.9,6200
3141,Houston,8,40391,Diesel,Automatic,First,8.0,GM,46,796.0,35.0,3100
3142,Seattle,1,7552,Diesel,Dual_Clutch,First,5.0,HYUNDAI,44,1197.0,81.86,13680
3143,San_Francisco,6,10446,Diesel,Automatic,First,4.0,CHRYSLER,60,624.0,37.5,3200
3144,Orlando,3,38043,CNG,Manual,First,5.0,AUDI,42,1395.0,147.51,43460
3145,Charlotte,5,13671,Diesel,Automatic,First,5.0,VOLKSWAGEN,39,1198.0,74.0,9500
3146,Chicago,5,39592,Diesel,Automatic,First,5.0,GM,53,796.0,47.3,4900
3147,Orlando,1,9232,Gasoline,Semi-Automatic,First,5.0,MINI,49,1496.0,113.98,63100
3148,Dallas,8,42877,Gasoline,Dual_Clutch,Second,5.0,AUDI,36,1968.0,140.8,20500
3149,Seattle,1,9102,Gasoline,Automatic,First,7.0,FORD,30,2198.0,158.0,54720
3150,San_Francisco,7,62140,Diesel,Automatic,Second,5.0,FORD,37,1499.0,110.0,13000
3151,Houston,4,13671,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,82.0,8500
3152,Charlotte,6,6214,CNG,Automatic,First,5.0,CHEVROLET,43,1199.0,82.4,11000
3153,Atlanta,5,66490,Diesel,Automatic,First,5.0,GM,49,1197.0,83.14,8000
3154,Orlando,3,29950,CNG,Automatic,First,5.0,CHRYSLER,41,1193.0,88.7,9300
3155,Dallas,5,9321,Gasoline,Continuously_Variable,First,5.0,MERCEDES-BENZ,45,2143.0,170.0,57000
3156,Seattle,6,49757,Gasoline,Automatic,First,5.0,CHEVROLET,41,1998.0,163.7,14220
3157,San_Francisco,7,53060,Gasoline,Automatic,First,5.0,GM,50,1248.0,73.9,7800
3158,Houston,3,9135,CNG,Automatic,First,5.0,HYUNDAI,44,1197.0,81.86,11200
3159,Los_Angeles,8,93210,Gasoline,Automatic,Third,5.0,GM,67,1248.0,73.75,4500
3160,Atlanta,9,21745,Gasoline,Automatic,First,5.0,HYUNDAI,52,1582.0,126.32,7800
3161,Seattle,6,51288,Gasoline,Semi-Automatic,First,5.0,JAGUAR,35,2993.0,270.9,57260
3162,Dallas,7,50955,CNG,Continuously_Variable,First,5.0,LEXUS,32,1798.0,157.75,14500
3163,Los_Angeles,14,32313,Diesel,Automatic,Second,5.0,GM,44,998.0,67.1,4000
3164,Charlotte,9,12428,Diesel,Automatic,First,5.0,VOLKSWAGEN,39,1198.0,73.9,7000
3165,San_Francisco,9,34177,Diesel,Automatic,First,5.0,HONDA,35,1799.0,130.2,10000
3166,Austin,5,29206,Ethanol,Automatic,First,5.0,GM,47,1196.0,63.0,7440
3167,Chicago,6,32313,CNG,Automatic,First,5.0,GM,53,998.0,67.04,6900
3168,Atlanta,7,26897,Gasoline,Automatic,First,5.0,GM,55,1248.0,74.0,9000
3169,Seattle,2,14836,Diesel,Semi-Automatic,First,5.0,HYUNDAI,31,1591.0,121.3,28720
3170,Boston,4,32230,CNG,Automatic,First,5.0,HYUNDAI,44,1197.0,82.0,11000
3171,Charlotte,7,42877,Gasoline,Automatic,First,5.0,NISSAN,54,1461.0,63.1,6000
3172,Seattle,3,39016,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.86,12160
3173,Chicago,7,93210,Gasoline,Automatic,First,5.0,VOLKSWAGEN,48,1598.0,103.6,10000
3174,Orlando,5,29558,Gasoline,Manual,First,7.0,TOYOTA,30,2982.0,168.5,40500
3175,Chicago,15,41634,Diesel,Automatic,Third,5.0,HYUNDAI,0,999.0,0.0,2400
3176,Los_Angeles,2,12614,Gasoline,Manual,First,7.0,TOYOTA,27,2755.0,171.5,36000
3177,Los_Angeles,5,30014,Gasoline,Semi-Automatic,First,5.0,MERCEDES-BENZ,47,2143.0,107.3,35000
3178,Los_Angeles,7,18642,CNG,Automatic,First,5.0,HYUNDAI,50,814.0,55.2,4200
3179,Boston,8,22370,Gasoline,Automatic,Second,5.0,HYUNDAI,53,1582.0,126.24,15000
3180,Orlando,5,17176,Gasoline,Continuously_Variable,Second,4.0,MINI,49,1496.0,113.98,49540
3181,Boston,5,37284,Gasoline,Automatic,First,5.0,RENAULT,46,1461.0,108.45,17300
3182,Chicago,1,5593,Gasoline,Manual,First,7.0,FORD,26,3198.0,197.0,71000
3183,Dallas,6,37750,CNG,Automatic,First,5.0,TOYOTA,34,1798.0,138.03,21000
3184,Dallas,2,5593,Gasoline,Automatic,First,7.0,TESLA,33,2179.0,155.0,26000
3185,Atlanta,8,25540,Gasoline,Manual,First,5.0,BMW,39,2993.0,261.49,53000
3186,Austin,15,37284,CNG,Automatic,Second,5.0,GM,41,1061.0,64.0,2800
3187,Orlando,3,23877,CNG,Automatic,First,5.0,HONDA,42,1497.0,117.3,15020
3188,Dallas,6,31070,Gasoline,Automatic,First,5.0,GM,54,1248.0,74.0,8600
3189,Charlotte,5,11807,Diesel,Manual,First,5.0,HONDA,42,1497.0,117.3,17900
3190,Orlando,5,36497,Gasoline,Automatic,First,7.0,GM,49,1248.0,88.76,13820
3191,Seattle,4,40551,Gasoline,Automatic,First,5.0,RENAULT,45,1461.0,108.45,19500
3192,Houston,10,80782,Gasoline,Automatic,Second,5.0,GM,45,1248.0,73.9,8000
3193,San_Francisco,9,49091,Gasoline,Automatic,First,5.0,GM,55,1248.0,73.94,7300
3194,Chicago,7,48469,Gasoline,Automatic,First,7.0,TESLA,36,2179.0,140.0,21500
3195,Orlando,5,30531,Diesel,Automatic,First,5.0,HONDA,46,1198.0,86.8,9020
3196,Seattle,4,14149,Gasoline,Manual,First,5.0,MERCEDES-BENZ,0,2987.0,165.0,98440
3197,Seattle,6,33834,Gasoline,Automatic,First,5.0,CHRYSLER,49,1248.0,88.8,7400
3198,San_Francisco,6,98674,Gasoline,Automatic,First,7.0,TOYOTA,30,2494.0,102.0,25980
3199,Dallas,5,38581,CNG,Automatic,First,5.0,GM,44,1197.0,85.8,8300
3200,Atlanta,8,9197,Diesel,Automatic,First,5.0,HYUNDAI,40,1591.0,121.3,8800
3201,Atlanta,5,16156,CNG,Automatic,First,7.0,HONDA,41,1497.0,117.3,8500
3202,Charlotte,3,19888,Diesel,Automatic,First,5.0,HONDA,42,1198.0,86.7,8500
3203,Houston,3,21749,Diesel,Semi-Automatic,First,5.0,HONDA,42,1497.0,117.3,15400
3204,Los_Angeles,5,32313,Gasoline,Manual,First,5.0,RAM,30,2179.0,187.7,79500
3205,Charlotte,3,6835,Diesel,Automatic,First,5.0,HONDA,41,1497.0,117.3,17000
3206,Houston,12,38527,Diesel,Continuously_Variable,First,5.0,MERCEDES-BENZ,22,2997.0,231.1,14000
3207,Chicago,15,40474,CNG,Automatic,Third,5.0,FORD,32,1299.0,70.0,1600
3208,Dallas,7,44119,Gasoline,Automatic,First,7.0,TOYOTA,31,2982.0,168.5,30500
3209,San_Francisco,12,31919,CNG,Automatic,First,5.0,GM,45,998.0,66.1,4500
3210,Atlanta,4,28771,Gasoline,Automatic,First,7.0,CHRYSLER,33,1948.0,83.1,9700
3211,Seattle,8,37848,Diesel,Semi-Automatic,Second,5.0,HONDA,37,1497.0,116.3,12840
3212,Chicago,8,58070,Gasoline,Automatic,Second,5.0,NISSAN,55,1461.0,63.12,5000
3213,San_Francisco,9,64626,Gasoline,Manual,First,5.0,HYUNDAI,45,1582.0,126.32,11500
3214,Los_Angeles,15,32313,Diesel,Automatic,First,4.0,GM,38,796.0,37.0,1000
3215,Seattle,5,26720,Gasoline,Automatic,First,7.0,TESLA,36,2179.0,140.0,23040
3216,Dallas,6,55926,Gasoline,Automatic,First,5.0,GM,51,1248.0,88.8,9000
3217,Boston,7,44741,CNG,Semi-Automatic,First,5.0,HYUNDAI,35,1396.0,98.6,9500
3218,Seattle,1,33755,Gasoline,Automatic,First,5.0,HYUNDAI,46,1582.0,126.2,27080
3219,Orlando,5,37054,Gasoline,Dual_Clutch,First,5.0,MERCEDES-BENZ,31,2143.0,201.1,46820
3220,San_Francisco,7,72082,Gasoline,Dual_Clutch,Second,7.0,TOYOTA,30,2982.0,168.5,38500
3221,Austin,5,21128,Gasoline,Dual_Clutch,First,5.0,VOLVO,21,1984.0,181.0,40000
3222,Dallas,9,43498,Gasoline,Semi-Automatic,First,5.0,MERCEDES-BENZ,33,2143.0,203.0,26000
3223,Chicago,10,49712,Diesel,Automatic,First,5.0,HONDA,24,2354.0,180.0,7980
3224,Los_Angeles,5,68354,Gasoline,Automatic,First,5.0,HONDA,61,1498.0,98.6,9300
3225,Austin,7,35081,Gasoline,Automatic,First,5.0,GM,67,1248.0,73.75,9300
3226,Atlanta,7,37284,Diesel,Automatic,First,5.0,GM,44,1197.0,85.8,6300
3227,Dallas,7,34798,Diesel,Manual,First,5.0,TOYOTA,34,1798.0,138.1,16500
3228,Boston,8,39148,Gasoline,Continuously_Variable,Second,5.0,RAM,27,4367.0,335.3,130000
3229,Chicago,8,39148,Gasoline,Automatic,First,5.0,GM,54,1248.0,74.0,9000
3230,Atlanta,3,9352,Gasoline,Automatic,First,5.0,JEEP,38,1956.0,170.0,35000
3231,Charlotte,4,18270,CNG,Automatic,First,5.0,GM,48,1197.0,81.8,8620
3232,Orlando,4,15683,Diesel,Automatic,First,5.0,HONDA,44,1199.0,88.7,12400
3233,Chicago,9,49091,Gasoline,Automatic,First,5.0,TOYOTA,55,1364.0,0.0,9340
3234,Orlando,9,36508,Diesel,Automatic,First,5.0,VOLKSWAGEN,39,1198.0,73.9,6640
3235,Dallas,9,38527,Diesel,Manual,First,5.0,HONDA,30,1799.0,130.0,7500
3236,Boston,7,82025,Diesel,Automatic,First,5.0,TOYOTA,39,1496.0,88.73,9400
3237,Chicago,4,31691,Diesel,Automatic,First,5.0,HYUNDAI,40,1591.0,121.3,13000
3238,San_Francisco,11,115083,Gasoline,Automatic,First,8.0,TOYOTA,30,2494.0,102.0,14500
3239,Seattle,4,38351,Gasoline,Automatic,First,5.0,GM,53,1598.0,118.0,17880
3240,Atlanta,2,5528,CNG,Automatic,First,5.0,FORD,45,1194.0,94.68,14680
3241,Dallas,4,10564,Diesel,Automatic,First,5.0,GM,50,1197.0,83.1,13800
3242,Charlotte,4,19498,Diesel,Automatic,First,5.0,HONDA,43,1199.0,88.7,11800
3243,Los_Angeles,7,70840,Gasoline,Dual_Clutch,First,5.0,HYUNDAI,52,1582.0,126.3,13500
3244,Austin,6,50333,Gasoline,Automatic,First,5.0,HONDA,61,1498.0,98.6,8200
3245,Charlotte,3,19263,Gasoline,Continuously_Variable,First,5.0,AUDI,44,1968.0,147.51,54000
3246,Charlotte,6,21749,CNG,Automatic,First,5.0,LEXUS,35,1598.0,103.52,9000
3247,Atlanta,7,37285,Gasoline,Semi-Automatic,First,5.0,AUDI,40,1968.0,174.33,29000
3248,Houston,6,46651,Gasoline,Automatic,First,5.0,GM,55,1248.0,74.0,10500
3249,Atlanta,8,49712,Gasoline,Automatic,Second,5.0,CHRYSLER,52,1248.0,74.0,2400
3250,Houston,14,91563,Gasoline,Automatic,Second,8.0,TOYOTA,31,2494.0,100.6,9900
3251,San_Francisco,7,37284,Gasoline,Automatic,First,5.0,RENAULT,46,1461.0,108.45,15000
3252,Atlanta,5,4661,Diesel,Semi-Automatic,First,4.0,MERCEDES-BENZ,24,2996.0,333.0,96000
3253,Dallas,5,36041,Gasoline,Automatic,First,5.0,HONDA,61,1498.0,98.6,8900
3254,Seattle,2,18193,Gasoline,Dual_Clutch,First,5.0,MERCEDES-BENZ,27,2987.0,254.79,119300
3255,Orlando,5,35441,Gasoline,Automatic,First,5.0,GM,55,1248.0,73.94,8760
3256,Orlando,4,25359,Gasoline,Automatic,First,5.0,GM,66,1248.0,88.5,15800
3257,Boston,12,21916,CNG,Automatic,Second,5.0,HYUNDAI,0,1086.0,62.0,3760
3258,Charlotte,12,50333,Gasoline,Manual,Second,0.0,BMW,43,0.0,0.0,21000
3259,Seattle,2,21519,Diesel,Semi-Automatic,First,5.0,GM,50,1197.0,83.1,14580
3260,San_Francisco,8,28039,Gasoline,Automatic,First,5.0,FORD,55,1498.0,88.7,12000
3261,Chicago,9,78296,Gasoline,Automatic,Third,7.0,TESLA,38,2179.0,140.0,13400
3262,Houston,11,39148,Diesel,Automatic,First,5.0,GM,46,796.0,46.3,3000
3263,Orlando,4,20070,Gasoline,Manual,First,4.0,MINI,49,1496.0,113.98,47600
3264,Orlando,6,39327,Gasoline,Automatic,First,7.0,TESLA,36,2179.0,140.0,15540
3265,Seattle,8,26930,Diesel,Automatic,First,5.0,HYUNDAI,42,1086.0,62.1,6640
3266,Orlando,5,28933,Gasoline,Automatic,First,5.0,GM,54,1248.0,74.0,9880
3267,Dallas,7,21128,Gasoline,Semi-Automatic,Second,5.0,MERCEDES-BENZ,47,2143.0,107.3,22000
3268,San_Francisco,4,29827,CNG,Automatic,First,5.0,RENAULT,59,799.0,53.3,6800
3269,Orlando,7,34962,Gasoline,Automatic,First,5.0,GM,54,1248.0,74.0,8340
3270,San_Francisco,15,52235,Diesel,Automatic,Second,5.0,GM,41,993.0,60.0,2500
3271,Charlotte,4,5593,CNG,Dual_Clutch,First,5.0,HYUNDAI,44,1197.0,82.0,10900
3272,Houston,8,49091,Gasoline,Automatic,First,5.0,CHRYSLER,50,1248.0,88.8,5180
3273,Los_Angeles,5,54621,Gasoline,Automatic,First,7.0,TESLA,38,2179.0,140.0,24020
3274,Dallas,10,45005,Diesel,Automatic,Second,5.0,GM,41,1197.0,85.8,4900
3275,Boston,5,23613,Gasoline,Semi-Automatic,First,5.0,AUDI,37,1968.0,174.33,58000
3276,San_Francisco,12,51576,Gasoline,Automatic,Second,5.0,FORD,42,1399.0,0.0,4800
3277,San_Francisco,10,66490,Gasoline,Semi-Automatic,First,5.0,MERCEDES-BENZ,35,2143.0,170.0,23980
3278,Dallas,5,31691,Diesel,Dual_Clutch,First,5.0,HONDA,42,1497.0,117.3,15800
3279,Los_Angeles,10,86996,Gasoline,Automatic,Third,7.0,TOYOTA,30,2494.0,102.0,12500
3280,Los_Angeles,9,29827,Diesel,Automatic,Second,5.0,CHEVROLET,44,1199.0,79.4,3600
3281,Dallas,7,38527,Ethanol,Automatic,First,5.0,GM,63,998.0,58.16,5600
3282,Charlotte,5,19263,CNG,Automatic,First,5.0,HONDA,44,1199.0,88.7,9800
3283,Houston,10,46639,CNG,Automatic,First,5.0,NISSAN,42,1198.0,75.0,4500
3284,Seattle,3,31822,CNG,Dual_Clutch,First,5.0,GM,45,1373.0,91.1,17780
3285,Charlotte,8,54062,Gasoline,Dual_Clutch,First,7.0,TOYOTA,30,2982.0,168.5,30000
3286,Atlanta,2,10564,Gasoline,Automatic,First,5.0,FORD,61,1498.0,99.0,11300
3287,Houston,6,35420,Gasoline,Automatic,First,7.0,GM,49,1248.0,88.8,14000
3288,San_Francisco,4,5823,CNG,Automatic,First,5.0,GM,53,796.0,47.3,5900
3289,Chicago,7,33075,Diesel,Automatic,First,5.0,HONDA,46,1198.0,86.8,6600
3290,San_Francisco,10,74568,Gasoline,Automatic,Second,5.0,HYUNDAI,38,1493.0,110.0,7000
3291,Houston,13,46639,Diesel,Automatic,First,5.0,HONDA,30,1493.0,100.0,4600
3292,Seattle,3,23145,Gasoline,Automatic,First,5.0,HYUNDAI,46,1582.0,126.2,27380
3293,Dallas,7,39770,Gasoline,Automatic,First,5.0,TOYOTA,55,1364.0,67.06,6200
3294,Charlotte,6,7457,Diesel,Automatic,First,5.0,HYUNDAI,32,2359.0,198.25,25500
3295,Los_Angeles,3,24954,Gasoline,Automatic,First,5.0,HYUNDAI,46,1582.0,126.2,27500
3296,Chicago,3,6835,CNG,Automatic,First,5.0,HONDA,44,1199.0,88.7,13500
3297,Chicago,6,43504,Gasoline,Automatic,First,5.0,VOLKSWAGEN,48,1598.0,103.6,10500
3298,Charlotte,5,50955,Gasoline,Automatic,First,7.0,TESLA,38,2179.0,140.0,17500
3299,Orlando,3,35581,Gasoline,Automatic,First,7.0,TESLA,43,1493.0,100.0,17740
3300,Boston,10,52198,Diesel,Manual,Second,5.0,HONDA,26,2354.0,142.0,13000
3301,Los_Angeles,8,104395,Gasoline,Automatic,First,7.0,GM,49,1248.0,88.76,9000
3302,San_Francisco,8,45779,Gasoline,Automatic,First,7.0,TESLA,30,2696.0,162.0,25000
3303,Dallas,6,55640,Gasoline,Dual_Clutch,First,7.0,TOYOTA,30,2982.0,168.5,33600
3304,San_Francisco,4,53082,Gasoline,Automatic,First,7.0,GM,49,1248.0,88.8,17500
3305,Los_Angeles,7,30339,Gasoline,Continuously_Variable,First,5.0,HYUNDAI,46,1582.0,126.24,17000
3306,Atlanta,9,21800,Diesel,Automatic,First,5.0,HYUNDAI,48,1197.0,78.9,4420
3307,Houston,8,78296,Diesel,Automatic,First,5.0,GM,40,796.0,34.2,3200
3308,Dallas,4,11807,CNG,Dual_Clutch,First,5.0,HONDA,36,1198.0,86.7,12500
3309,Charlotte,13,42877,Diesel,Semi-Automatic,Second,5.0,HONDA,30,1799.0,130.0,4500
3310,Orlando,1,18540,Gasoline,Continuously_Variable,First,5.0,MERCEDES-BENZ,42,2143.0,136.0,51500
3311,Austin,10,29828,Diesel,Automatic,Second,5.0,LEXUS,31,1798.0,157.8,13500
3312,Austin,5,32514,Gasoline,Automatic,First,5.0,GM,66,1248.0,88.5,12500
3313,Dallas,7,40391,Gasoline,Automatic,First,5.0,FORD,53,1498.0,89.84,10200
3314,Charlotte,11,41012,Gasoline,Manual,Second,5.0,MERCEDES-BENZ,20,2987.0,224.34,21500
3315,San_Francisco,4,47040,Gasoline,Automatic,First,5.0,HYUNDAI,56,1120.0,70.0,11400
3316,Boston,7,26720,Gasoline,Automatic,First,5.0,VOLKSWAGEN,48,1598.0,105.0,11900
3317,Orlando,8,26538,Gasoline,Automatic,First,5.0,CHEVROLET,60,936.0,56.3,4800
3318,Charlotte,7,21749,Gasoline,Automatic,First,7.0,TESLA,40,1493.0,100.0,6980
3319,San_Francisco,9,33772,CNG,Semi-Automatic,First,5.0,HYUNDAI,45,1197.0,80.0,8000
3320,Dallas,7,52198,Gasoline,Automatic,First,5.0,TOYOTA,55,1364.0,67.04,7700
3321,Charlotte,10,39333,Diesel,Dual_Clutch,First,5.0,TOYOTA,34,1794.0,138.1,7900
3322,Houston,7,46635,Diesel,Automatic,Second,5.0,HYUNDAI,48,1197.0,78.9,6000
3323,Orlando,2,15061,CNG,Automatic,First,5.0,FORD,43,1196.0,86.8,13400
3324,Seattle,4,14147,Diesel,Automatic,First,5.0,GM,44,1197.0,85.8,12280
3325,Boston,8,36041,Diesel,Semi-Automatic,Second,5.0,HYUNDAI,35,1396.0,98.6,8800
3326,Los_Angeles,3,35420,Gasoline,Automatic,First,5.0,GM,63,1248.0,74.0,8500
3327,Orlando,10,31170,CNG,Continuously_Variable,First,5.0,BMW,21,4395.0,402.0,51860
3328,Atlanta,4,27963,Gasoline,Automatic,First,5.0,GM,53,1598.0,118.0,14000
3329,Seattle,3,42453,Gasoline,Dual_Clutch,First,7.0,TOYOTA,30,2982.0,168.5,50240
3330,Orlando,3,19084,Diesel,Automatic,First,5.0,HYUNDAI,48,998.0,68.05,8900
3331,Atlanta,9,23785,Gasoline,Automatic,First,5.0,HYUNDAI,52,1396.0,90.0,4800
3332,Los_Angeles,8,71461,Gasoline,Automatic,Second,5.0,VOLKSWAGEN,48,1598.0,103.6,8660
3333,Seattle,3,29112,Diesel,Continuously_Variable,First,5.0,GM,44,1197.0,83.14,13860
3334,Austin,6,39770,Gasoline,Automatic,First,5.0,HYUNDAI,52,1396.0,90.0,8500
3335,Los_Angeles,10,81356,Gasoline,Semi-Automatic,First,5.0,MERCEDES-BENZ,33,2143.0,203.0,25000
3336,Chicago,5,9321,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,82.0,9800
3337,Charlotte,6,20332,Gasoline,Automatic,First,5.0,HYUNDAI,54,1396.0,90.0,9000
3338,Houston,4,7767,Diesel,Automatic,First,5.0,RENAULT,59,799.0,53.3,6000
3339,Chicago,5,37160,Diesel,Dual_Clutch,First,5.0,HYUNDAI,40,1197.0,82.0,11600
3340,Los_Angeles,9,33687,Diesel,Automatic,First,5.0,VOLKSWAGEN,35,1598.0,103.6,6660
3341,Orlando,5,38677,Gasoline,Manual,First,5.0,CHEVROLET,34,1998.0,163.7,13240
3342,Charlotte,5,33556,Gasoline,Automatic,Second,5.0,NISSAN,45,1461.0,108.5,11500
3343,San_Francisco,8,40391,Gasoline,Automatic,First,5.0,HYUNDAI,52,1582.0,126.32,12400
3344,Chicago,5,34177,Diesel,Semi-Automatic,First,5.0,GM,54,998.0,67.04,7000
3345,Los_Angeles,10,44119,Diesel,Automatic,First,5.0,GM,44,998.0,67.1,4000
3346,Chicago,8,43498,Gasoline,Automatic,First,5.0,HYUNDAI,52,1396.0,88.8,8000
3347,Charlotte,9,32934,Diesel,Manual,First,5.0,AUDI,29,1781.0,163.2,19000
3348,Charlotte,7,26720,Gasoline,Manual,First,5.0,BMW,40,1995.0,184.0,35000
3349,Charlotte,5,33556,Diesel,Dual_Clutch,First,5.0,LEXUS,34,1598.0,103.52,12220
3350,Austin,6,31691,Diesel,Automatic,First,5.0,HYUNDAI,48,1197.0,78.9,7500
3351,San_Francisco,13,48469,Gasoline,Automatic,Second,6.0,MITSUBISHI,25,2835.0,107.2,12400
3352,Charlotte,6,15535,Gasoline,Automatic,First,5.0,HONDA,61,1498.0,98.6,12300
3353,Los_Angeles,8,7830,Diesel,Automatic,First,5.0,GM,49,998.0,67.1,4800
3354,Atlanta,4,13049,CNG,Automatic,First,5.0,HYUNDAI,44,1197.0,82.0,7500
3355,Charlotte,9,19885,Diesel,Automatic,Second,5.0,FORD,37,1196.0,70.0,4300
3356,Boston,5,31070,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.86,9500
3357,Charlotte,10,29516,Diesel,Automatic,First,5.0,GM,36,1586.0,103.3,4900
3358,Charlotte,3,4660,Diesel,Automatic,First,5.0,HONDA,41,1497.0,117.3,22300
3359,Houston,4,42356,Gasoline,Semi-Automatic,First,5.0,RENAULT,46,1461.0,108.45,17800
3360,Austin,6,37905,Gasoline,Automatic,First,5.0,HONDA,61,1498.0,98.6,8700
3361,Houston,5,62140,Gasoline,Automatic,Second,7.0,TOYOTA,31,2494.0,100.6,24000
3362,Charlotte,11,38216,Gasoline,Manual,Second,5.0,BMW,38,1995.0,181.0,17000
3363,Orlando,3,26647,CNG,Automatic,First,5.0,HYUNDAI,47,1086.0,68.05,8540
3364,Houston,8,60276,Gasoline,Automatic,Second,5.0,RENAULT,48,1461.0,83.8,8500
3365,Boston,10,24561,Diesel,Semi-Automatic,First,5.0,MITSUBISHI,27,2360.0,170.0,18500
3366,Orlando,3,21988,Gasoline,Automatic,First,5.0,GM,57,1248.0,88.5,17220
3367,San_Francisco,10,28584,Gasoline,Semi-Automatic,First,7.0,MERCEDES-BENZ,28,2987.0,261.0,56000
3368,Seattle,2,20002,Gasoline,Automatic,First,5.0,FORD,54,1498.0,98.96,18500
3369,Chicago,4,16778,Gasoline,Semi-Automatic,First,5.0,HYUNDAI,45,1582.0,126.2,17200
3370,Seattle,2,14127,Diesel,Automatic,First,5.0,VOLKSWAGEN,39,1198.0,74.0,15060
3371,Charlotte,6,36042,Gasoline,Automatic,First,5.0,RENAULT,46,1461.0,108.45,11500
3372,Chicago,8,19574,CNG,Dual_Clutch,First,5.0,HONDA,39,1198.0,86.8,8300
3373,Seattle,3,19222,Diesel,Automatic,First,5.0,FORD,43,1196.0,86.8,11680
3374,Atlanta,8,16834,Gasoline,Semi-Automatic,First,5.0,AUDI,44,1968.0,187.74,33000
3375,Charlotte,5,18331,Gasoline,Manual,First,7.0,BMW,38,2993.0,258.0,86000
3376,Los_Angeles,7,27963,Diesel,Automatic,First,5.0,HYUNDAI,48,1197.0,78.9,7100
3377,San_Francisco,2,7265,CNG,Automatic,First,5.0,HYUNDAI,44,1197.0,81.83,17800
3378,San_Francisco,14,75189,Gasoline,Automatic,Second,5.0,LEXUS,39,1896.0,90.0,5000
3379,San_Francisco,10,73373,Gasoline,Automatic,First,5.0,HYUNDAI,38,1493.0,110.0,7700
3380,Chicago,8,22557,Diesel,Semi-Automatic,Third,5.0,HYUNDAI,40,1591.0,121.4,15000
3381,Charlotte,15,55926,Diesel,Automatic,Second,5.0,HYUNDAI,36,1341.0,61.0,3600
3382,Chicago,10,48469,Gasoline,Automatic,First,5.0,FORD,47,1399.0,68.0,4500
3383,Charlotte,5,26099,Gasoline,Dual_Clutch,First,5.0,AUDI,42,1968.0,174.33,48500
3384,Charlotte,5,16778,Diesel,Automatic,First,5.0,VOLKSWAGEN,39,1198.0,74.0,8700
3385,Atlanta,8,13671,Gasoline,Dual_Clutch,First,5.0,BMW,40,1995.0,184.0,23000
3386,Atlanta,6,30449,Diesel,Automatic,First,5.0,HONDA,41,1497.0,117.3,9500
3387,San_Francisco,8,26472,Gasoline,Automatic,First,5.0,HYUNDAI,54,1396.0,90.0,9980
3388,Seattle,2,7950,Diesel,Continuously_Variable,First,5.0,HONDA,45,1199.0,88.7,18300
3389,San_Francisco,6,54712,CNG,Semi-Automatic,First,5.0,HONDA,24,2354.0,152.0,27980
3390,Boston,6,4971,Gasoline,Continuously_Variable,Second,5.0,MERCEDES-BENZ,47,2143.0,107.3,39500
3391,Seattle,2,51414,Gasoline,Manual,First,7.0,TESLA,38,2179.0,140.0,33540
3392,Boston,14,119930,Gasoline,Automatic,Third,7.0,TESLA,32,2523.0,63.0,5000
3393,Charlotte,7,4350,CNG,Manual,First,5.0,RENAULT,42,1498.0,99.6,7300
3394,Austin,8,37284,Gasoline,Manual,Second,5.0,RAM,29,2179.0,187.74,47000
3395,Los_Angeles,3,23613,Diesel,Automatic,First,5.0,GM,53,796.0,47.3,6220
3396,Orlando,7,35012,CNG,Automatic,First,5.0,TOYOTA,41,1496.0,88.73,9140
3397,Charlotte,6,11097,Diesel,Automatic,First,5.0,HYUNDAI,40,1197.0,80.0,10640
3398,San_Francisco,8,32934,CNG,Automatic,First,5.0,HYUNDAI,48,1197.0,78.9,6400
3399,Orlando,4,42197,Gasoline,Automatic,First,5.0,GM,59,1248.0,74.0,11260
3400,San_Francisco,5,11807,CNG,Automatic,First,5.0,HYUNDAI,50,814.0,55.2,6000
3401,Charlotte,10,41634,Gasoline,Continuously_Variable,Second,5.0,BMW,53,1995.0,190.0,18500
3402,Dallas,9,49712,Gasoline,Automatic,First,5.0,CHRYSLER,55,1396.0,70.0,2400
3403,Dallas,5,37905,CNG,Automatic,First,5.0,GM,53,796.0,47.3,4300
3404,Los_Angeles,10,24235,Gasoline,Automatic,First,5.0,VOLKSWAGEN,52,1199.0,73.9,6100
3405,Austin,6,36663,Diesel,Semi-Automatic,First,5.0,TOYOTA,34,1798.0,138.03,23000
3406,San_Francisco,12,50291,Diesel,Automatic,First,5.0,HYUNDAI,42,1086.0,62.1,4600
